timestamp,x,y,yaw
0.000000,0.339000,0.496000,2.020330
0.100000,0.151000,0.734000,2.690550
0.200000,-0.589000,0.761000,3.525320
0.300000,-2.544000,-0.244000,3.851780
0.400000,-3.455000,-1.003000,3.641430
0.500000,-4.535000,-1.028000,2.888910
0.600000,-5.413000,-0.673000,2.216570
0.700000,-5.463000,-0.332000,0.794682
0.800000,-5.413000,-0.305000,-0.100031
0.900000,-4.738000,-1.626000,-1.720560
1.000000,-5.725000,-2.617000,-2.222410
1.100000,-5.929000,-3.230000,-1.375310
1.200000,-5.792000,-3.933000,-1.814390
1.300000,-6.349000,-4.454000,-2.295530
1.400000,-6.415000,-4.963000,-0.805739
1.500000,-6.122000,-5.105000,0.032051
1.600000,-5.051000,-4.875000,0.058220
1.700000,-3.903000,-4.830000,-0.301382
1.800000,-2.814000,-6.347000,-0.460103
1.900000,-2.404000,-6.824000,-1.295910
2.000000,-2.319000,-7.071000,-1.822080
2.100000,-3.113000,-7.646000,-2.173710
2.200000,-3.167000,-7.748000,-1.452790
2.300000,-3.202000,-7.764000,-0.991074
2.400000,-3.254000,-7.762000,-0.234493
2.500000,-3.192000,-7.738000,1.380120
2.600000,-3.181000,-6.676000,1.756360
2.700000,-3.272000,-4.651000,1.695020
2.800000,-4.287000,-2.601000,1.579210
2.900000,-4.356000,-2.283000,0.952598
3.000000,-3.520000,-1.722000,0.472603
3.100000,-2.821000,-0.846000,1.164480
3.200000,-0.907000,0.509000,0.291163
3.300000,0.110000,0.857000,0.380687
3.400000,1.086000,1.262000,0.440918
3.500000,2.053000,1.632000,0.277935
3.600000,3.814000,0.098000,-1.491780
3.700000,4.441000,-1.021000,-0.355182
3.800000,5.187000,-1.068000,0.361196
3.900000,5.628000,-0.364000,1.838900
4.000000,5.571000,-0.243000,2.552800
4.100000,5.548000,-0.228000,3.053100
4.200000,5.539000,-0.212000,3.761130
4.300000,5.404000,-0.712000,4.289980
4.400000,5.033000,-1.016000,3.422980
4.500000,3.877000,-0.500000,1.927840
4.600000,3.806000,1.649000,1.404010
4.700000,4.305000,2.607000,0.743281
4.800000,4.750000,2.828000,0.082258
4.900000,5.828000,2.658000,-0.290745
5.000000,7.638000,1.447000,-1.139450
5.100000,7.787000,0.404000,-1.599020
5.200000,7.670000,-0.725000,-1.638490
5.300000,7.590000,-2.000000,-1.606190
5.400000,7.518000,-5.145000,-1.561700
5.500000,7.508000,-6.230000,-1.540150
5.600000,7.541000,-7.206000,-1.461620
5.700000,7.747000,-9.579000,-1.459690
5.800000,7.620000,-10.732000,-1.890170
5.900000,7.591000,-11.925000,-1.216240
6.000000,7.971000,-12.995000,-1.598870
6.100000,8.013000,-14.376000,-0.651805
6.200000,8.231000,-14.466000,0.063227
6.300000,8.643000,-14.087000,1.489590
6.400000,8.265000,-11.828000,1.759300
6.500000,8.042000,-10.566000,1.731880
6.600000,7.917000,-9.540000,1.692530
6.700000,7.807000,-8.503000,1.686590
6.800000,7.392000,-6.321000,1.677370
6.900000,7.563000,-5.424000,1.060460
7.000000,8.420000,-4.650000,0.450849
7.100000,9.453000,-4.350000,0.185947
7.200000,12.888000,-4.522000,-0.136119
7.300000,13.972000,-4.678000,-0.106100
7.400000,15.446000,-4.860000,-0.140443
7.500000,17.434000,-5.627000,-0.548234
7.600000,18.525000,-6.072000,-0.135760
7.700000,19.675000,-5.886000,0.537368
7.800000,20.515000,-5.027000,1.035350
7.900000,21.236000,-3.095000,1.517330
8.000000,21.314000,-2.071000,1.538040
8.100000,21.349000,0.089000,1.648430
8.200000,21.338000,2.517000,1.440260
8.300000,21.544000,3.645000,1.448970
8.400000,21.690000,4.755000,1.471020
8.500000,21.814000,5.951000,1.550630
8.600000,21.926000,8.393000,1.475490
8.700000,22.101000,9.527000,1.439670
8.800000,22.247000,10.707000,1.425010
8.900000,22.401000,11.651000,1.486390
9.000000,22.629000,14.702000,1.456640
9.100000,22.812000,15.721000,1.379430
9.200000,23.129000,16.961000,1.321510
9.300000,23.515000,19.321000,1.896300
9.400000,22.822000,20.113000,2.808920
9.500000,21.689000,20.256000,3.316110
9.600000,20.622000,19.806000,3.879910
9.700000,19.491000,17.660000,4.235150
9.800000,18.856000,16.876000,3.733220
9.900000,16.658000,16.668000,3.004910
10.000000,14.503000,17.119000,2.857410
10.100000,13.497000,17.491000,2.911750
10.200000,12.426000,17.656000,3.064990
10.300000,11.373000,17.693000,3.055380
10.400000,9.311000,18.171000,2.780060
10.500000,8.427000,18.707000,2.445650
10.600000,7.687000,19.708000,1.864820
10.700000,7.562000,20.818000,1.399010
10.800000,9.476000,23.663000,0.700334
10.900000,10.729000,24.802000,1.072240
11.000000,10.928000,25.215000,1.453800
11.100000,10.538000,27.431000,1.788970
11.200000,10.478000,28.474000,1.399750
11.300000,10.889000,29.637000,1.569330
11.400000,10.777000,30.150000,2.189680
11.500000,9.592000,31.836000,2.004840
11.600000,9.182000,32.815000,1.977340
11.700000,8.429000,34.859000,1.946030
11.800000,7.655000,36.912000,1.952400
11.900000,7.153000,38.137000,2.043900
